unique_student,clip_sequence,clip,AverageattemptCount,AveragebottomHint,AverageconsecutiveErrorsInRow,Averagecorrect,AverageendsWithAutoScaffolding,AverageendsWithScaffolding,AveragefrIsHelpRequest,AveragefrIsHelpRequestScaffolding,AveragefrPast5HelpRequest,AveragefrPast5WrongCount,AveragefrPast8HelpRequest,AveragefrPast8WrongCount,AveragefrTimeTakenOnScaffolding,AveragefrTotalSkillOpportunitiesScaffolding,AveragefrWorkingInSchool,AveragehelpAccessUnder10Sec,AveragehelpAccessUnder1Sec,AveragehelpAccessUnder2Sec,AveragehelpAccessUnder5Sec,AveragehelpOnFirstAttemptAndTimeLess2Sec,Averagehint,AveragehintCount,AveragehintTotal,Averageoriginal,Averagepast8BottomOut,AveragepercentCorrectPerSkill,AverageprevHintThisWrong,AverageresponseIsChosen,AverageresponseIsFillIn,Averagescaffold,AveragestlHintUsed,AveragesumHelp,AveragesumofRightPerSkill,AveragesumRight,AveragesumSameSkillWrongonFirstAttempt,AveragesumTime3SDWhen3RowRight,AveragesumTime5SDWhen5RowRight,AveragesumTimePerSkill,AveragetimeGreater10AndPrevActionWrong,AveragetimeGreater10SecAndNextActionRight,AveragetimeGreater10SecPrevActionHelpOrBug,AveragetimeGreater5Secprev2wrong,AveragetimeSinceSkill,AveragetimeTaken,AveragetotalFrAttempted,AveragetotalFrPastWrongCount,AveragetotalFrPercentPastWrong,AveragetotalFrSkillOpportunities,AveragetotalFrSkillOpportunitiesByScaffolding,AveragetotalFrTimeOnSkill,AveragetotalTimeByPercentCorrectForskill,MaxattemptCount,MaxbottomHint,MaxconsecutiveErrorsInRow,Maxcorrect,MaxendsWithAutoScaffolding,MaxendsWithScaffolding,MaxfrIsHelpRequest,MaxfrIsHelpRequestScaffolding,MaxfrPast5HelpRequest,MaxfrPast5WrongCount,MaxfrPast8HelpRequest,MaxfrPast8WrongCount,MaxfrTimeTakenOnScaffolding,MaxfrTotalSkillOpportunitiesScaffolding,MaxfrWorkingInSchool,MaxhelpAccessUnder10Sec,MaxhelpAccessUnder1Sec,MaxhelpAccessUnder2Sec,MaxhelpAccessUnder5Sec,MaxhelpOnFirstAttemptAndTimeLess2Sec,Maxhint,MaxhintCount,MaxhintTotal,Maxoriginal,Maxpast8BottomOut,MaxpercentCorrectPerSkill,MaxprevHintThisWrong,MaxresponseIsChosen,MaxresponseIsFillIn,Maxscaffold,MaxstlHintUsed,MaxsumHelp,MaxsumofRightPerSkill,MaxsumRight,MaxsumSameSkillWrongonFirstAttempt,MaxsumTime3SDWhen3RowRight,MaxsumTime5SDWhen5RowRight,MaxsumTimePerSkill,MaxtimeGreater10AndPrevActionWrong,MaxtimeGreater10SecAndNextActionRight,MaxtimeGreater10SecPrevActionHelpOrBug,MaxtimeGreater5Secprev2wrong,MaxtimeSinceSkill,MaxtimeTaken,MaxtotalFrAttempted,MaxtotalFrPastWrongCount,MaxtotalFrPercentPastWrong,MaxtotalFrSkillOpportunities,MaxtotalFrSkillOpportunitiesByScaffolding,MaxtotalFrTimeOnSkill,MaxtotalTimeByPercentCorrectForskill,MinattemptCount,MinbottomHint,MinconsecutiveErrorsInRow,Mincorrect,MinendsWithAutoScaffolding,MinendsWithScaffolding,MinfrIsHelpRequest,MinfrIsHelpRequestScaffolding,MinfrPast5HelpRequest,MinfrPast5WrongCount,MinfrPast8HelpRequest,MinfrPast8WrongCount,MinfrTimeTakenOnScaffolding,MinfrTotalSkillOpportunitiesScaffolding,MinfrWorkingInSchool,MinhelpAccessUnder10Sec,MinhelpAccessUnder1Sec,MinhelpAccessUnder2Sec,MinhelpAccessUnder5Sec,MinhelpOnFirstAttemptAndTimeLess2Sec,Minhint,MinhintCount,MinhintTotal,Minoriginal,Minpast8BottomOut,MinpercentCorrectPerSkill,MinprevHintThisWrong,MinresponseIsChosen,MinresponseIsFillIn,Minscaffold,MinstlHintUsed,MinsumHelp,MinsumofRightPerSkill,MinsumRight,MinsumSameSkillWrongonFirstAttempt,MinsumTime3SDWhen3RowRight,MinsumTime5SDWhen5RowRight,MinsumTimePerSkill,MintimeGreater10AndPrevActionWrong,MintimeGreater10SecAndNextActionRight,MintimeGreater10SecPrevActionHelpOrBug,MintimeGreater5Secprev2wrong,MintimeSinceSkill,MintimeTaken,MintotalFrAttempted,MintotalFrPastWrongCount,MintotalFrPercentPastWrong,MintotalFrSkillOpportunities,MintotalFrSkillOpportunitiesByScaffolding,MintotalFrTimeOnSkill,MintotalTimeByPercentCorrectForskill,SumattemptCount,SumbottomHint,SumconsecutiveErrorsInRow,Sumcorrect,SumendsWithAutoScaffolding,SumendsWithScaffolding,SumfrIsHelpRequest,SumfrIsHelpRequestScaffolding,SumfrPast5HelpRequest,SumfrPast5WrongCount,SumfrPast8HelpRequest,SumfrPast8WrongCount,SumfrTimeTakenOnScaffolding,SumfrTotalSkillOpportunitiesScaffolding,SumfrWorkingInSchool,SumhelpAccessUnder10Sec,SumhelpAccessUnder1Sec,SumhelpAccessUnder2Sec,SumhelpAccessUnder5Sec,SumhelpOnFirstAttemptAndTimeLess2Sec,Sumhint,SumhintCount,SumhintTotal,Sumoriginal,Sumpast8BottomOut,SumpercentCorrectPerSkill,SumprevHintThisWrong,SumresponseIsChosen,SumresponseIsFillIn,Sumscaffold,SumstlHintUsed,SumsumHelp,SumsumofRightPerSkill,SumsumRight,SumsumSameSkillWrongonFirstAttempt,SumsumTime3SDWhen3RowRight,SumsumTime5SDWhen5RowRight,SumsumTimePerSkill,SumtimeGreater10AndPrevActionWrong,SumtimeGreater10SecAndNextActionRight,SumtimeGreater10SecPrevActionHelpOrBug,SumtimeGreater5Secprev2wrong,SumtimeSinceSkill,SumtimeTaken,SumtotalFrAttempted,SumtotalFrPastWrongCount,SumtotalFrPercentPastWrong,SumtotalFrSkillOpportunities,SumtotalFrSkillOpportunitiesByScaffolding,SumtotalFrTimeOnSkill,SumtotalTimeByPercentCorrectForskill,Confused,Concentrating,Bored,Frustrated
lisa-mathassistments-period_five-04.24.2012_at_11:59:20-98378,611,25,1.333333333,0,0.333333333,0.666666667,0.333333333,0,0,0,0,0.333333333,0,2.333333333,16.17,2.333333333,0,0,0,0,0,0,0,0,0,0.666666667,0,0.651796157,0,0,1,0.333333333,0,0,23.66666667,10.66666667,0,6.600190263,30.86892739,1570.502333,0,0.333333333,0,0,592.6666667,20.22166667,166.3333333,3.333333333,0.336111113,9,0.3809524,340.854,2411.209455,2,0,1,1,1,0,0,0,0,1,0,3,48.51,7,0,0,0,0,0,0,0,0,0,1,0,0.666666667,0,0,1,1,0,0,24,11,0,12.9919847,48.45093991,1590.973,0,1,0,0,1778,48.51,168,4,0.375,10,1.1428572,365.124,2519.040583,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.631578947,0,0,1,0,0,0,23,10,0,0,0,1554.192,0,0,0,0,0,0.005,165,3,0.3,8,0,304.464,2349.513,4,0,1,2,1,0,0,0,0,1,0,7,48.51,7,0,0,0,0,0,0,0,0,0,2,0,1.955388471,0,0,3,1,0,0,71,32,0,19.80057079,92.60678218,4711.507,0,1,0,0,1778,60.665,499,10,1.00833334,27,1.1428572,1022.562,7233.628366,0,1,0,0
lisa-mathassistments-period_five-04.24.2012_at_11:59:20-98378,612,69,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,4,24,0,4.961280503,3.054872284,508.725,0,1,0,0,0,172.434,180,0,0,2,0,231.66899,508.725,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,4,24,0,4.961280503,3.054872284,508.725,0,1,0,0,0,172.434,180,0,0,2,0,231.66899,508.725,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,4,24,0,4.961280503,3.054872284,508.725,0,1,0,0,0,172.434,180,0,0,2,0,231.66899,508.725,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,4,24,0,4.961280503,3.054872284,508.725,0,1,0,0,0,172.434,180,0,0,2,0,231.66899,508.725,0,1,0,0
lisa-mathassistments-period_five-04.24.2012_at_11:59:20-98378,613,113,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,31,0,1.630366516,4.563908485,369.94,0,1,0,0,0,369.94,184,0,0,0,0,0,369.94,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,31,0,1.630366516,4.563908485,369.94,0,1,0,0,0,369.94,184,0,0,0,0,0,369.94,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,31,0,1.630366516,4.563908485,369.94,0,1,0,0,0,369.94,184,0,0,0,0,0,369.94,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,31,0,1.630366516,4.563908485,369.94,0,1,0,0,0,369.94,184,0,0,0,0,0,369.94,0,0,1,0
lisa-mathassistments-period_five-04.24.2012_at_11:59:20-98378,614,157,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.6,0,0,1,0,0,0,3,37,0,6.310601263,24.72639008,700.949,0,1,0,0,0,120.033,186,0,0,0,0,0,1168.248333,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.6,0,0,1,0,0,0,3,37,0,6.310601263,24.72639008,700.949,0,1,0,0,0,120.033,186,0,0,0,0,0,1168.248333,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.6,0,0,1,0,0,0,3,37,0,6.310601263,24.72639008,700.949,0,1,0,0,0,120.033,186,0,0,0,0,0,1168.248333,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.6,0,0,1,0,0,0,3,37,0,6.310601263,24.72639008,700.949,0,1,0,0,0,120.033,186,0,0,0,0,0,1168.248333,0,1,0,0
lisa-mathassistments-period_five-04.24.2012_at_11:59:20-98390,615,199,1,0,4,0,0,0,0,0,0,2,0,4,33.159,4,0,0,0,0,0,0,0,0,0,0,0,0.473684211,0,0,1,0,0,0,9,29,0,0,0,1151.267,1,0,0,1,0,33.159,191,4,0,1,0.25,33.788,2430.452556,1,0,4,0,0,0,0,0,0,2,0,4,33.159,4,0,0,0,0,0,0,0,0,0,0,0,0.473684211,0,0,1,0,0,0,9,29,0,0,0,1151.267,1,0,0,1,0,33.159,191,4,0,1,0.25,33.788,2430.452556,1,0,4,0,0,0,0,0,0,2,0,4,33.159,4,0,0,0,0,0,0,0,0,0,0,0,0.473684211,0,0,1,0,0,0,9,29,0,0,0,1151.267,1,0,0,1,0,33.159,191,4,0,1,0.25,33.788,2430.452556,1,0,4,0,0,0,0,0,0,2,0,4,33.159,4,0,0,0,0,0,0,0,0,0,0,0,0.473684211,0,0,1,0,0,0,9,29,0,0,0,1151.267,1,0,0,1,0,33.159,191,4,0,1,0.25,33.788,2430.452556,0,1,0,0
lisa-mathassistments-period_five-04.26.2012_at_12:01:00-109938,616,80,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.731343284,0,1,0,0,0,0,49,30,1,-1.264038543,-3.211544014,3264.01,0,1,0,0,0,31.699,222,1,0.1,10,0,276.437,4463.034082,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.731343284,0,1,0,0,0,0,49,30,1,0,0,3264.01,0,1,0,0,0,31.699,222,1,0.1,10,0,276.437,4463.034082,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.731343284,0,1,0,0,0,0,49,30,1,-1.264038543,-3.211544014,3264.01,0,1,0,0,0,31.699,222,1,0.1,10,0,276.437,4463.034082,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.731343284,0,1,0,0,0,0,49,30,1,-1.264038543,-3.211544014,3264.01,0,1,0,0,0,31.699,222,1,0.1,10,0,276.437,4463.034082,0,1,0,0
lisa-mathassistments-period_five-04.26.2012_at_12:01:00-109938,617,102,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.746478873,0,1,0,0,0,0,53,34,1,-2.142320086,-3.967078159,3403.074,0,1,0,0,0,68.882,226,1,0.071428575,14,0,378.31802,4558.834981,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.746478873,0,1,0,0,0,0,53,34,1,0,0,3403.074,0,1,0,0,0,68.882,226,1,0.071428575,14,0,378.31802,4558.834981,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.746478873,0,1,0,0,0,0,53,34,1,-2.142320086,-3.967078159,3403.074,0,1,0,0,0,68.882,226,1,0.071428575,14,0,378.31802,4558.834981,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.746478873,0,1,0,0,0,0,53,34,1,-2.142320086,-3.967078159,3403.074,0,1,0,0,0,68.882,226,1,0.071428575,14,0,378.31802,4558.834981,0,1,0,0
lisa-mathassistments-period_five-04.26.2012_at_12:01:00-109938,618,124,1,0,0,1,0,0,0,0,0,2,0,2,32.042,5,0,0,0,0,0,0,0,0,0,0,0,0.727272727,0,0,1,0,0,0,56,38,1,0,0,3543.192,0,1,0,0,0,32.042,231,3,0.11764706,17,3.4,507.467,4871.889,1,0,0,1,0,0,0,0,0,2,0,2,32.042,5,0,0,0,0,0,0,0,0,0,0,0,0.727272727,0,0,1,0,0,0,56,38,1,0,0,3543.192,0,1,0,0,0,32.042,231,3,0.11764706,17,3.4,507.467,4871.889,1,0,0,1,0,0,0,0,0,2,0,2,32.042,5,0,0,0,0,0,0,0,0,0,0,0,0.727272727,0,0,1,0,0,0,56,38,1,0,0,3543.192,0,1,0,0,0,32.042,231,3,0.11764706,17,3.4,507.467,4871.889,1,0,0,1,0,0,0,0,0,2,0,2,32.042,5,0,0,0,0,0,0,0,0,0,0,0,0.727272727,0,0,1,0,0,0,56,38,1,0,0,3543.192,0,1,0,0,0,32.042,231,3,0.11764706,17,3.4,507.467,4871.889,0,1,0,0
lisa-mathassistments-period_five-04.26.2012_at_12:01:00-109938,619,190,1,0,0,1,0,0,0,0,0,0.5,0,1,7.4555,10.5,0,0,0,0,0,0,0,0,0,0,0,0.754182273,0,1,0,0,0,0,67.5,51.5,1,5.795168498,4.53637898,3867.223,0,0,0,0,0,7.4555,244.5,4,0.109126985,27.5,2.62272725,800.74362,5127.711141,1,0,0,1,0,0,0,0,0,1,0,1,7.67,11,0,0,0,0,0,0,0,0,0,0,0,0.755555556,0,1,0,0,0,0,68,52,1,6.00489666,9.072757959,3871.058,0,0,0,0,0,7.67,245,4,0.11111111,28,2.7,804.36414,5131.963164,1,0,0,1,0,0,0,0,0,0,0,1,7.241,10,0,0,0,0,0,0,0,0,0,0,0,0.752808989,0,1,0,0,0,0,67,51,1,5.585440336,0,3863.388,0,0,0,0,0,7.241,244,4,0.10714286,27,2.5454545,797.1231,5123.459118,2,0,0,2,0,0,0,0,0,1,0,2,14.911,21,0,0,0,0,0,0,0,0,0,0,0,1.508364545,0,2,0,0,0,0,135,103,2,11.590337,9.072757959,7734.446,0,0,0,0,0,14.911,489,8,0.21825397,55,5.2454545,1601.48724,10255.42228,0,1,0,0
lisa-mathassistments-period_five-04.26.2012_at_12:01:00-109938,620,234,1,0,0,0,0,0,0,0,0,3,0,3,51.838,2,0,0,0,0,0,0,0,0,0,0,0,0.363636364,0,1,0,0,0,0,4,58,1,0,0,322.784,0,0,0,0,0,51.838,252,3,0.5,6,3,261.857,887.656,1,0,0,0,0,0,0,0,0,3,0,3,51.838,2,0,0,0,0,0,0,0,0,0,0,0,0.363636364,0,1,0,0,0,0,4,58,1,0,0,322.784,0,0,0,0,0,51.838,252,3,0.5,6,3,261.857,887.656,1,0,0,0,0,0,0,0,0,3,0,3,51.838,2,0,0,0,0,0,0,0,0,0,0,0,0.363636364,0,1,0,0,0,0,4,58,1,0,0,322.784,0,0,0,0,0,51.838,252,3,0.5,6,3,261.857,887.656,1,0,0,0,0,0,0,0,0,3,0,3,51.838,2,0,0,0,0,0,0,0,0,0,0,0,0.363636364,0,1,0,0,0,0,4,58,1,0,0,322.784,0,0,0,0,0,51.838,252,3,0.5,6,3,261.857,887.656,0,1,0,0
lisa-mathassistments-period_five-04.26.2012_at_12:01:00-109983,621,117,2,0,4,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0.147058824,0,0,1,1,0,0.5,2.5,0,1,0,0,532.37025,0,0,0,0,0,0.023,190,1,0,0,0,0,670.81745,2,0,7,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0.588235294,0,0,1,1,0,2,10,0,1,0,0,1578.394,0,0,0,0,0,0.023,190,1,0,0,0,0,2683.2698,2,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,100.715,0,0,0,0,0,0.023,190,1,0,0,0,0,0,8,0,16,0,4,0,0,0,0,4,0,4,0,0,4,0,0,0,0,0,0,0,0,4,4,0.588235294,0,0,4,4,0,2,10,0,4,0,0,2129.481,0,0,0,0,0,0.092,760,4,0,0,0,0,2683.2698,0,1,0,0
lisa-mathassistments-period_five-04.26.2012_at_12:01:00-109983,622,161,1,0,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.566666667,0,0,1,0,0,0,8.666666667,5,1,0,0,1397.275,0.666666667,0,0,0.666666667,0,114.815,194.6666667,0.333333333,0,1,0,22.439,2116.093619,1,0,4,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.75,0,0,1,0,0,0,18,5,1,0,0,2645.589,1,0,0,1,0,114.815,195,1,0,1,0,22.439,3527.452,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.25,0,0,1,0,0,0,1,5,1,0,0,237.969,0,0,0,0,0,114.815,194,0,0,1,0,22.439,951.876,3,0,6,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,1.7,0,0,3,0,0,0,26,15,3,0,0,4191.825,2,0,0,2,0,344.445,584,1,0,3,0,67.317,6348.280857,0,1,0,0
lisa-mathassistments-period_five-04.26.2012_at_12:01:00-109983,623,205,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.739130435,0,0,1,1,0,0,17,15,1,0,0,2098.285,0,0,0,0,0,0.029,203,1,0,0,0,0,2838.856176,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.739130435,0,0,1,1,0,0,17,15,1,0,0,2098.285,0,0,0,0,0,0.029,203,1,0,0,0,0,2838.856176,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.739130435,0,0,1,1,0,0,17,15,1,0,0,2098.285,0,0,0,0,0,0.029,203,1,0,0,0,0,2838.856176,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.739130435,0,0,1,1,0,0,17,15,1,0,0,2098.285,0,0,0,0,0,0.029,203,1,0,0,0,0,2838.856176,0,1,0,0
lisa-mathassistments-period_five-04.26.2012_at_12:01:00-109990,624,41,2,0,0,1,0,0,0,0,0,1,0,1,12.021,3,0,0,0,0,0,0,0,0,0,0,0,0.678473582,0,0,1,0,0,2,48.5,16.5,0,-2.683498104,0,2339.11,0,1,0,0,0,7.6945,268,1.5,0.15476191,6.5,2.66666665,300.15799,3448.208785,3,0,0,1,0,0,0,0,0,1,0,1,12.466,4,0,0,0,0,0,0,0,0,0,0,0,0.685714286,0,0,1,0,0,2,49,17,0,0,0,2352.426,0,1,0,0,0,11.576,269,2,0.16666667,7,3,305.94598,3504.634653,1,0,0,1,0,0,0,0,0,1,0,1,11.576,2,0,0,0,0,0,0,0,0,0,0,0,0.671232877,0,0,1,0,0,2,48,16,0,-5.366996207,0,2325.794,0,1,0,0,0,3.813,267,1,0.14285715,6,2.3333333,294.37,3391.782917,4,0,0,2,0,0,0,0,0,2,0,2,24.042,6,0,0,0,0,0,0,0,0,0,0,0,1.356947163,0,0,2,0,0,4,97,33,0,-5.366996207,0,4678.22,0,2,0,0,0,15.389,536,3,0.30952382,13,5.3333333,600.31598,6896.41757,0,1,0,0
lisa-mathassistments-period_five-04.26.2012_at_12:01:00-109990,625,63,1,0,0,1,0,0,0,0,0,1,1,1,21.683,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0,1,0,0,2,14,20,0,0,0,636.573,1,0,0,1,1685,21.683,272,1,1,1,0,25.437,1136.7375,1,0,0,1,0,0,0,0,0,1,1,1,21.683,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0,1,0,0,2,14,20,0,0,0,636.573,1,0,0,1,1685,21.683,272,1,1,1,0,25.437,1136.7375,1,0,0,1,0,0,0,0,0,1,1,1,21.683,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0,1,0,0,2,14,20,0,0,0,636.573,1,0,0,1,1685,21.683,272,1,1,1,0,25.437,1136.7375,1,0,0,1,0,0,0,0,0,1,1,1,21.683,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0,1,0,0,2,14,20,0,0,0,636.573,1,0,0,1,1685,21.683,272,1,1,1,0,25.437,1136.7375,0,1,0,0
lisa-mathassistments-period_five-04.26.2012_at_12:01:00-109990,626,107,1,0,0,0,1,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0.666666667,0,1,0,0,0,7,50,28,0,0,0,2784.857,0,0,0,0,0,29.035,279,2,0.33333334,3,0,73.913994,4177.2855,1,0,0,0,1,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0.666666667,0,1,0,0,0,7,50,28,0,0,0,2784.857,0,0,0,0,0,29.035,279,2,0.33333334,3,0,73.913994,4177.2855,1,0,0,0,1,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0.666666667,0,1,0,0,0,7,50,28,0,0,0,2784.857,0,0,0,0,0,29.035,279,2,0.33333334,3,0,73.913994,4177.2855,1,0,0,0,1,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0.666666667,0,1,0,0,0,7,50,28,0,0,0,2784.857,0,0,0,0,0,29.035,279,2,0.33333334,3,0,73.913994,4177.2855,0,1,0,0
lisa-mathassistments-period_five-04.26.2012_at_12:01:00-109990,627,151,1.5,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0.751282051,0,1,0,0,0,0,10.5,40.5,0,-1.00801413,-0.766205455,269.434,0,1,0,0,653.5,21.264,293,2.5,0.190909095,10.5,0,229.0645,359.5259637,2,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0.769230769,0,1,0,0,0,0,11,41,0,0,0,291.084,0,1,0,0,1307,33.711,294,3,0.2,11,0,245.92,396.9327273,1,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0.733333333,0,1,0,0,0,0,10,40,0,-2.01602826,-1.532410909,247.784,0,1,0,0,0,8.817,292,2,0.18181819,10,0,212.209,322.1192,3,0,0,2,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,1.502564102,0,2,0,0,0,0,21,81,0,-2.01602826,-1.532410909,538.868,0,2,0,0,1307,42.528,586,5,0.38181819,21,0,458.129,719.0519273,0,1,0,0
lisa-mathassistments-period_five-04.26.2012_at_12:01:00-109990,628,173,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0.686672474,0,0,1,0,0,3.333333333,38,45,0,-2.782159522,0,1903.199333,0,0.666666667,0,0,0,49.214,296.6666667,2,0,0,0,0,2821.592824,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0.714285714,0,0,1,0,0,8,55,46,0,0,0,2896.307,0,1,0,0,0,49.214,297,3,0,0,0,0,4318.130436,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0.670731707,0,0,1,0,0,0,5,44,0,-4.888207617,0,260.065,0,0,0,0,0,49.214,296,0,0,0,0,0,364.091,3,0,0,3,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,3,3,2.060017421,0,0,3,0,0,10,114,135,0,-8.346478567,0,5709.598,0,2,0,0,0,147.642,890,6,0,0,0,0,8464.778473,0,1,0,0
lisa-mathassistments-period_five-04.26.2012_at_12:01:00-109990,629,217,1,0,0,0,0,0,0,0,0,1,0,1,22.436,5,0,0,0,0,0,0,0,0,2,0,0,0.677083333,0,0,1,0,0,8,65,57,0,0,0,3207.904,0,0,0,0,0,22.436,308,4,0.16666667,18,3.6,403.55298,4737.827446,1,0,0,0,0,0,0,0,0,1,0,1,22.436,5,0,0,0,0,0,0,0,0,2,0,0,0.677083333,0,0,1,0,0,8,65,57,0,0,0,3207.904,0,0,0,0,0,22.436,308,4,0.16666667,18,3.6,403.55298,4737.827446,1,0,0,0,0,0,0,0,0,1,0,1,22.436,5,0,0,0,0,0,0,0,0,2,0,0,0.677083333,0,0,1,0,0,8,65,57,0,0,0,3207.904,0,0,0,0,0,22.436,308,4,0.16666667,18,3.6,403.55298,4737.827446,1,0,0,0,0,0,0,0,0,1,0,1,22.436,5,0,0,0,0,0,0,0,0,2,0,0,0.677083333,0,0,1,0,0,8,65,57,0,0,0,3207.904,0,0,0,0,0,22.436,308,4,0.16666667,18,3.6,403.55298,4737.827446,0,1,0,0
lisa-mathassistments-period_five-04.26.2012_at_12:01:00-109990,630,239,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1.5,61.5,0,-3.684073219,-3.06584949,53.129,0,1,0,0,0,27.11,311.5,0,0,0,0,0,53.129,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,62,0,0,0,79.148,0,1,0,0,0,27.11,312,0,0,0,0,0,79.148,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,61,0,-3.808816109,-6.131698979,27.11,0,1,0,0,0,27.11,311,0,0,0,0,0,27.11,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,0,3,123,0,-7.368146438,-6.131698979,106.258,0,2,0,0,0,54.22,623,0,0,0,0,0,106.258,0,1,0,0
